,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Tempo,Duration_ms,Stream
18541,0.626,0.453,-9.295,0.0306,0.816,1.91e-06,0.494,129.958,218093.0,61571055.0
18542,0.682,0.363,-10.837,0.0261,0.699,3e-05,0.203,94.978,154275.0,54361398.0
18543,0.693,0.725,-6.318,0.0439,0.0628,0.00785,0.379,125.068,190560.0,13240741.0
18544,0.611,0.649,-6.968,0.058,0.15,1.53e-05,0.353,123.002,215361.0,172802449.0
18545,0.515,0.27,-9.935,0.0357,0.842,0.0,0.234,120.483,208987.0,53905210.0
18546,0.647,0.642,-7.306,0.0743,0.262,0.0,0.48,90.045,164167.0,44428375.0
18547,0.72,0.408,-11.725,0.0498,0.832,2.61e-06,0.341,121.972,227613.0,37753783.0
18548,0.569,0.403,-8.618,0.0439,0.593,4.49e-06,0.269,119.819,201017.0,505682695.0
18549,0.579,0.37,-8.9,0.0383,0.496,0.0,0.216,119.799,198515.0,193474453.0
18550,0.346,0.501,-6.939,0.0364,0.421,0.0,0.299,99.855,222927.0,174133714.0
18551,0.639,0.34,-12.185,0.0604,0.319,0.0,0.333,115.034,235811.0,3710853.0
18552,0.723,0.809,-5.389,0.0297,0.00113,1.72e-05,0.936,119.981,165059.0,15230221.0
18553,0.597,0.283,-9.468,0.0292,0.923,1.28e-06,0.438,88.867,154865.0,2992035.0
18554,0.509,0.62,-7.581,0.0267,0.0435,0.0012,0.439,71.495,164404.0,4150083.0
18555,0.653,0.568,-7.987,0.0272,0.00322,0.00968,0.518,104.995,153003.0,4731731.0
18556,0.521,0.486,-6.547,0.0273,0.0951,0.0,0.279,147.964,136345.0,15410440.0
18557,0.547,0.546,-9.209,0.036,0.384,0.0,0.526,146.804,224460.0,34930713.0
18558,0.781,0.712,-4.39,0.0436,0.093,0.00028,0.32,102.052,153773.0,3663929.0
18559,0.75,0.662,-6.142,0.239,0.56,0.0,0.533,123.949,263647.0,150615162.0
18560,0.656,0.756,-4.026,0.3,0.435,0.0,0.645,168.031,188057.0,148400524.0
18561,0.694,0.64,-6.0,0.127,0.0474,2.77e-06,0.195,89.964,212007.0,18997861.0
18562,0.826,0.787,-6.351,0.0432,0.497,6.29e-05,0.51,125.017,176428.0,2457102.0
18563,0.767,0.558,-6.638,0.22,0.471,0.0,0.325,110.573,174680.0,67195073.0
18564,0.76,0.711,-4.964,0.108,0.0746,0.0,0.573,124.991,144987.0,5642258.0
18565,0.631,0.673,-4.892,0.384,0.407,0.0,0.721,83.504,172036.0,161139509.0
18566,0.48,0.749,-5.057,0.432,0.533,0.0,0.419,179.056,194534.0,171551180.0
18567,0.645,0.636,-6.128,0.437,0.397,1.49e-06,0.897,101.933,162335.0,100229507.0
18568,0.351,0.296,-10.109,0.0333,0.934,0.0,0.12,115.284,200186.0,2110573779.0
18569,0.412,0.236,-15.159,0.0379,0.83,0.00653,0.119,140.214,281381.0,188946951.0
18570,0.332,0.225,-8.697,0.0348,0.767,0.00349,0.297,81.055,298899.0,907762843.0
18571,0.704,0.225,-14.454,0.0994,0.902,0.657,0.243,120.006,245426.0,1247913202.0
18572,0.614,0.318,-12.695,0.0478,0.896,0.00239,0.112,119.959,180933.0,672865943.0
18573,0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.198,82.642,196077.0,1478156307.0
18574,0.701,0.425,-10.965,0.375,0.328,0.13,0.562,135.128,194088.0,2203014126.0
18575,0.483,0.412,-8.461,0.0402,0.737,0.0,0.247,170.163,203569.0,874910597.0
18576,0.334,0.599,-5.742,0.0365,0.0468,0.000392,0.127,161.74,151444.0,338722014.0
18577,0.421,0.131,-18.435,0.0382,0.952,0.00453,0.12,137.446,291796.0,724306879.0
18578,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.268,169.914,233456.0,769993739.0
18579,0.472,0.518,-7.379,0.051,0.383,0.127,0.154,147.805,211667.0,144541540.0
18580,0.515,0.479,-7.458,0.0261,0.544,0.00598,0.284,88.964,209274.0,1018639988.0
18581,0.672,0.588,-9.573,0.133,0.619,0.241,0.204,169.033,174358.0,581765561.0
18582,0.577,0.387,-8.607,0.274,0.964,0.705,0.459,146.565,126312.0,382667972.0
18583,0.794,0.668,-7.689,0.0646,0.299,0.00104,0.632,148.016,102480.0,33899806.0
18584,0.552,0.638,-7.474,0.11,0.387,0.00014,0.332,167.834,180019.0,459554314.0
18585,0.736,0.71,-8.497,0.091,0.383,0.0351,0.0728,82.482,141093.0,56866388.0
18586,0.615,0.541,-6.307,0.0263,0.748,0.00268,0.124,126.049,113067.0,26191093.0
18587,0.768,0.754,-6.713,0.141,0.617,0.919,0.0388,85.016,127987.0,23970638.0
18588,0.914,0.622,-6.538,0.0892,0.146,1.68e-05,0.77,130.04,156788.0,561071997.0
18589,0.736,0.727,-4.642,0.0571,0.0584,1.91e-06,0.644,94.048,229065.0,164335543.0
18590,0.856,0.618,-4.892,0.286,0.0303,0.0,0.391,81.993,203201.0,802716182.0
18591,0.555,0.634,-5.522,0.273,0.129,2.32e-06,0.555,170.228,174045.0,8717716.0
18592,0.766,0.295,-7.893,0.0464,0.947,4.44e-05,0.805,136.016,188107.0,307582184.0
18593,0.954,0.582,-5.744,0.0727,0.235,1.26e-06,0.884,130.008,170828.0,21170475.0
18594,0.93,0.774,-4.203,0.0744,0.605,0.0238,0.781,116.972,109120.0,148611916.0
18595,0.882,0.689,-4.027,0.124,0.39,0.00325,0.746,97.963,161627.0,680540511.0
18596,0.78,0.759,-3.292,0.225,0.462,0.000868,0.579,91.952,201040.0,489405512.0
18597,0.827,0.768,-5.702,0.265,0.79,2.45e-05,0.734,99.988,137533.0,133263975.0
18598,0.735,0.449,-9.933,0.383,0.859,0.0,0.514,146.016,175890.0,126735336.0
18599,0.911,0.573,-7.43,0.288,0.38,0.0,0.972,140.04,97393.0,333039487.0
18600,0.85,0.68,-6.18,0.338,0.732,0.0,0.694,144.006,173333.0,247656028.0
18601,0.746,0.825,-4.457,0.0435,0.192,0.0,0.904,143.062,108651.0,213944257.0
18602,0.85,0.664,-8.119,0.261,0.322,0.0,0.743,144.108,160000.0,46520935.0
18603,0.905,0.571,-7.979,0.357,0.228,0.0,0.757,144.892,188690.0,151987883.0
18604,0.838,0.623,-7.524,0.354,0.532,0.0,0.811,135.935,222155.0,114816287.0
18605,0.741,0.735,-6.511,0.299,0.22,0.0,0.737,144.024,243776.0,58919711.0
18606,0.797,0.832,-6.084,0.226,0.0248,5e-06,0.906,142.001,178000.0,27406417.0
18607,0.658,0.674,-8.148,0.221,0.113,0.0,0.671,154.85,114581.0,17643550.0
18608,0.835,0.679,-5.329,0.0364,0.583,1.98e-06,0.85,124.98,162638.0,786419578.0
18609,0.774,0.73,-3.865,0.134,0.108,0.0,0.421,91.966,212304.0,141715807.0
18610,0.829,0.747,-3.511,0.149,0.276,0.0,0.576,98.03,191607.0,44954838.0
18611,0.811,0.588,-3.161,0.0464,0.128,0.0004,0.553,107.022,226187.0,165747529.0
18612,0.719,0.753,-4.891,0.179,0.118,4.21e-06,0.675,174.107,204564.0,665804353.0
18613,0.793,0.782,-3.945,0.0582,0.447,0.0,0.81,143.86,191945.0,332888379.0
18614,0.591,0.785,-7.768,0.161,0.161,0.0,0.785,106.002,217547.0,89466323.0
18615,0.736,0.632,-4.939,0.0648,0.18,0.0,0.503,92.03,216107.0,483115913.0
18616,0.788,0.477,-7.348,0.0434,0.549,0.0,0.86,94.983,213027.0,585902942.0
18617,0.743,0.674,-4.201,0.129,0.15,0.0,0.932,174.024,190345.0,83347353.0
18618,0.563,0.664,-5.044,0.154,0.335,0.0,0.688,166.928,178147.0,1732870361.0
18619,0.38,0.339,-7.885,0.0338,0.691,0.0,0.0849,100.607,229227.0,1070224502.0
18620,0.561,0.431,-8.81,0.0578,0.768,1.42e-05,0.137,143.875,242013.0,1703268794.0
18621,0.442,0.612,-7.222,0.112,0.584,5.7e-06,0.178,180.917,215507.0,1106481765.0
18622,0.369,0.272,-10.497,0.0364,0.866,0.0,0.218,172.929,152667.0,654583971.0
18623,0.395,0.443,-9.72,0.133,0.765,9.67e-06,0.338,168.924,175933.0,722767272.0
18624,0.695,0.575,-6.334,0.116,0.198,0.0,0.699,163.929,173160.0,573764789.0
18625,0.672,0.526,-6.446,0.0599,0.0311,1.37e-06,0.28,123.999,143747.0,449425821.0
18626,0.473,0.203,-12.627,0.102,0.941,0.0,0.419,168.884,163587.0,311967740.0
18627,0.376,0.43,-6.585,0.0328,0.0902,0.0,0.129,77.599,177323.0,528853212.0
18628,0.676,0.503,-6.115,0.0971,0.137,6.36e-05,0.196,162.85,91288.0,194929972.0
18629,0.679,0.769,-3.539,0.24,0.0537,0.0,0.424,130.094,177231.0,10908573.0
18630,0.767,0.538,-6.044,0.052,0.68,0.0,0.343,81.031,121680.0,455881278.0
18631,0.825,0.572,-6.067,0.0864,0.0079,0.0,0.568,141.991,175954.0,427070352.0
18632,0.581,0.877,-4.938,0.114,0.0151,0.0,0.353,77.006,236883.0,387180818.0
18633,0.657,0.713,-4.787,0.0406,0.0791,0.394,0.544,175.096,119314.0,6787387.0
18634,0.681,0.801,-2.515,0.179,0.0687,0.0,0.371,148.936,219060.0,4886298.0
18635,0.579,0.725,-4.841,0.0547,0.00224,0.0,0.353,170.144,230137.0,4986873.0
18636,0.658,0.515,-4.402,0.134,0.0168,2.15e-06,0.196,90.131,175999.0,4730664.0
18637,0.682,0.61,-3.597,0.164,0.0138,0.0,0.229,145.108,217241.0,3281551.0
18638,0.899,0.582,-7.275,0.264,0.0395,0.0,0.505,149.973,283196.0,36808984.0
18639,0.493,0.653,-5.666,0.0466,0.269,0.0,0.852,142.347,121573.0,210423821.0
18640,0.876,0.733,-4.478,0.333,0.0208,0.0,0.962,154.904,148630.0,296465227.0
18641,0.474,0.631,-5.884,0.343,0.0687,0.0,0.424,180.056,189323.0,784195555.0
18642,0.665,0.666,-7.009,0.429,0.0331,0.0,0.844,164.205,152195.0,31487075.0
18643,0.777,0.59,-8.741,0.286,0.397,0.0,0.238,147.978,155738.0,96988210.0
18644,0.807,0.625,-6.67,0.351,0.0741,0.0,0.871,146.031,111971.0,59360066.0
18645,0.83,0.644,-5.431,0.407,0.0298,0.0,0.227,155.103,173419.0,39080696.0
18646,0.851,0.666,-5.334,0.0694,0.139,0.0,0.0585,134.068,129105.0,273883875.0
18647,0.563,0.805,-7.069,0.359,0.0516,0.0,0.281,75.044,128000.0,4594547.0
18648,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.915,102.977,203064.0,1634304018.0
18649,0.746,0.69,-7.956,0.164,0.247,0.0,0.497,89.977,181733.0,1490721785.0
18650,0.97,0.463,-7.259,0.366,0.0957,0.0,0.46,108.003,142417.0,389570923.0
18651,0.769,0.787,-3.909,0.367,0.189,0.0,0.836,126.77,159715.0,703580009.0
18652,0.902,0.669,-5.049,0.457,0.161,0.0,0.628,139.949,112547.0,168733318.0
18653,0.876,0.662,-6.482,0.426,0.0608,0.0,0.844,75.445,163320.0,597244386.0
18654,0.807,0.625,-6.67,0.351,0.0741,0.0,0.871,146.031,111971.0,59360066.0
18655,0.768,0.652,-2.708,0.307,0.113,0.0,0.777,154.187,144935.0,393777980.0
18656,0.781,0.726,-4.213,0.0836,0.0299,0.0,0.436,139.988,181714.0,151620673.0
18657,0.933,0.656,-5.85,0.322,0.129,0.0,0.934,119.987,159083.0,147139444.0
18658,0.588,0.452,-4.75,0.0268,0.437,0.0,0.734,139.953,185723.0,237495955.0
18659,0.727,0.546,-4.572,0.0437,0.656,0.0,0.69,106.891,197333.0,478748799.0
18660,0.704,0.482,-5.352,0.0349,0.211,0.0,0.604,102.01,198529.0,167661438.0
18661,0.715,0.612,-4.32,0.0344,0.471,0.0,0.602,93.869,202176.0,32378214.0
18662,0.433,0.431,-6.422,0.0367,0.169,0.0,0.722,177.732,199320.0,472610393.0
18663,0.724,0.443,-3.743,0.0329,0.73,0.0,0.763,97.194,177791.0,266678074.0
18664,0.504,0.503,-3.313,0.0422,0.388,0.0,0.709,195.593,167373.0,360996909.0
18665,0.639,0.516,-4.418,0.0296,0.391,0.0,0.759,94.931,191880.0,47790192.0
18666,0.638,0.437,-3.857,0.0332,0.282,0.0,0.618,147.88,143933.0,297585871.0
18667,0.781,0.662,-3.825,0.0336,0.355,0.0,0.686,91.999,197477.0,3585845.0
18668,0.357,0.425,-7.301,0.0333,0.584,0.0,0.27,102.078,198040.0,1128042067.0
18669,0.34,0.684,-6.306,0.044,0.00979,0.0,0.556,112.969,248819.0,179237341.0
18670,0.628,0.639,-5.46,0.0435,0.00162,0.0,0.493,108.045,185773.0,657779469.0
18671,0.326,0.397,-8.145,0.0461,0.619,0.0,0.276,153.713,216095.0,83364472.0
18672,0.53,0.592,-7.281,0.0534,0.381,0.0,0.544,125.721,158537.0,213206159.0
18673,0.701,0.728,-5.226,0.0468,0.0178,0.0,0.696,91.071,168880.0,157979493.0
18674,0.474,0.343,-8.571,0.027,0.578,2.65e-05,0.152,145.115,243907.0,161854367.0
18675,0.434,0.302,-10.117,0.0378,0.766,7.63e-06,0.173,121.645,220867.0,148701769.0
18676,0.614,0.81,-5.184,0.0926,0.0101,0.0,0.605,171.09,153097.0,36972708.0
18677,0.523,0.302,-8.868,0.035,0.848,0.0,0.172,130.47,204968.0,49714219.0
18678,0.538,0.742,-5.355,0.114,0.138,4.67e-05,0.25,96.107,272373.0,178170998.0
18679,0.435,0.768,-5.352,0.201,0.0857,0.000231,0.378,107.588,239888.0,74518022.0
18680,0.539,0.638,-6.049,0.136,0.00676,0.0,0.222,179.822,213333.0,56036925.0
18681,0.696,0.667,-7.665,0.0407,0.0114,0.0,0.287,121.932,398106.0,59468211.0
18682,0.68,0.638,-6.324,0.0366,0.0352,0.0,0.23,110.004,139636.0,10352174.0
18683,0.688,0.321,-10.827,0.0305,0.0451,0.00132,0.0485,132.001,201004.0,5222389.0
18684,0.494,0.67,-5.639,0.0907,0.162,0.000166,0.274,92.494,287135.0,1131526.0
18685,0.415,0.878,-3.65,0.32,0.0564,0.00348,0.309,191.777,214987.0,31138562.0
18686,0.646,0.865,-8.707,0.0698,0.000407,0.0228,0.221,130.0,200572.0,24923775.0
18687,0.742,0.666,-6.832,0.0353,0.0566,0.0182,0.194,100.049,246627.0,23786035.0
18688,0.681,0.711,-4.79,0.0846,0.0278,0.0,0.826,89.89,156319.0,17899601.0
18689,0.801,0.633,-2.785,0.0777,0.414,0.0,0.676,92.025,167674.0,146105333.0
18690,0.85,0.541,-4.522,0.0674,0.161,5.01e-06,0.916,92.003,165275.0,515825041.0
18691,0.855,0.83,-2.815,0.106,0.0783,1.31e-06,0.775,90.009,190667.0,94571859.0
18692,0.647,0.662,-2.955,0.125,0.305,0.0,0.693,113.28,197647.0,45743228.0
18693,0.523,0.691,-3.802,0.0833,0.133,0.0,0.677,94.148,160213.0,176305486.0
18694,0.475,0.717,-6.712,0.102,0.194,0.0,0.646,83.869,199720.0,187950930.0
18695,0.781,0.662,-3.825,0.0336,0.355,0.0,0.686,91.999,197477.0,3585845.0
18696,0.832,0.749,-3.704,0.316,0.191,0.0,0.509,126.079,158080.0,87119139.0
18697,0.582,0.382,-8.014,0.0471,0.71,0.0,0.28,142.093,178310.0,41212894.0
18698,0.572,0.579,-7.242,0.128,0.469,0.0,0.5,127.982,620696.0,71682526.0
18699,0.531,0.629,-6.378,0.108,0.184,0.0,0.508,141.562,181768.0,16750863.0
18700,0.579,0.804,-5.024,0.0581,0.457,0.0,0.546,183.075,188852.0,83628629.0
18701,0.654,0.71,-5.68,0.111,0.619,0.0,0.508,103.548,155772.0,39795452.0
18702,0.656,0.393,-8.503,0.0469,0.831,0.0,0.817,134.73,154694.0,8453894.0
18703,0.518,0.575,-10.454,0.0524,0.427,0.0,0.577,93.885,577819.0,211303593.0
18704,0.795,0.569,-5.876,0.0549,0.684,0.0,0.613,119.967,176795.0,7302830.0
18705,0.558,0.616,-6.021,0.352,0.715,0.0,0.551,91.75,202956.0,7311784.0
18706,0.631,0.743,-5.317,0.299,0.386,0.0,0.766,102.894,192194.0,63526652.0
18707,0.863,0.572,-5.303,0.077,0.677,7.46e-05,0.613,124.954,125534.0,6886271.0
18708,0.731,0.491,-3.116,0.029,0.609,0.0,0.781,132.891,170053.0,120338654.0
18709,0.557,0.66,-4.467,0.0768,0.118,0.0,0.907,128.179,202022.0,144802071.0
18710,0.626,0.503,-5.087,0.141,0.407,0.0,0.821,72.985,179746.0,276200279.0
18711,0.436,0.4,-6.521,0.11,0.463,0.0,0.568,75.576,189050.0,233793539.0
18712,0.546,0.438,-4.748,0.0669,0.353,0.0,0.568,112.136,238677.0,174067268.0
18713,0.547,0.715,-4.682,0.0489,0.199,0.0,0.724,117.273,190671.0,96472036.0
18714,0.581,0.745,-6.269,0.0418,0.156,3.25e-06,0.53,118.308,263100.0,27750632.0
18715,0.625,0.554,-5.531,0.0618,0.417,0.0,0.846,111.911,213254.0,229788191.0
18716,0.707,0.833,-2.498,0.0517,0.137,0.0,0.788,110.062,197781.0,110637987.0
18717,0.577,0.641,-6.628,0.0375,0.535,0.0,0.819,139.155,256171.0,118386813.0
18718,0.557,0.794,-5.698,0.2,0.179,0.0,0.432,91.366,270000.0,124543040.0
18719,0.592,0.728,-6.098,0.311,0.00148,0.0,0.577,113.17,228706.0,68018304.0
18720,0.792,0.647,-5.447,0.334,0.0299,0.0,0.638,89.029,262247.0,78642016.0
18721,0.814,0.786,-5.178,0.232,0.069,0.0,0.797,93.025,183226.0,57839310.0
18722,0.738,0.599,-7.102,0.0393,0.434,0.0,0.575,120.052,173333.0,43784974.0
18723,0.727,0.672,-4.782,0.0426,0.181,0.0,0.135,94.006,179375.0,33681529.0
18724,0.742,0.675,-6.551,0.0907,0.139,0.0,0.679,145.989,108493.0,34614868.0
18725,0.779,0.854,-4.958,0.219,0.0462,0.0,0.379,91.992,290360.0,58867987.0
18726,0.73,0.748,-4.371,0.152,0.0936,0.0,0.694,155.861,209231.0,46943967.0
18727,0.824,0.543,-8.667,0.209,0.101,0.0,0.548,124.018,232258.0,33107781.0
18728,0.732,0.831,-3.791,0.0691,0.554,0.0,0.684,123.942,177935.0,246019488.0
18729,0.726,0.841,-2.811,0.0474,0.486,0.0,0.773,118.0,171078.0,67886542.0
18730,0.427,0.834,-4.169,0.0978,0.434,0.0,0.32,179.089,208007.0,106654467.0
18731,0.66,0.823,-4.519,0.138,0.336,0.0,0.62,142.797,223490.0,84858347.0
18732,0.424,0.702,-4.375,0.0426,0.681,0.0,0.555,146.953,165559.0,51450878.0
18733,0.704,0.713,-4.62,0.0321,0.495,0.0,0.601,114.895,183642.0,7836560.0
18735,0.473,0.738,-4.691,0.0333,0.379,0.0,0.425,107.85,338944.0,7101237.0
18736,0.739,0.86,-4.318,0.0557,0.253,0.0,0.691,114.089,159881.0,19296610.0
18737,0.764,0.794,-4.096,0.0589,0.663,0.0,0.721,110.013,173227.0,179566892.0
18738,0.898,0.509,-7.973,0.062,0.391,0.0,0.727,119.869,181507.0,166723787.0
18739,0.379,0.219,-11.196,0.0307,0.707,0.000691,0.188,79.786,267520.0,316076724.0
18740,0.576,0.714,-5.247,0.0595,0.395,0.0,0.321,144.981,262231.0,553115352.0
18741,0.403,0.505,-7.75,0.0463,0.592,0.0,0.32,164.902,262600.0,259286189.0
18742,0.719,0.461,-8.191,0.0454,0.279,0.0,0.548,123.915,209200.0,129067406.0
18743,0.548,0.765,-4.463,0.0525,0.646,0.00378,0.573,129.933,252231.0,476068340.0
18744,0.397,0.235,-9.774,0.0335,0.734,1.56e-06,0.198,105.192,279693.0,169813706.0
18745,0.756,0.609,-7.927,0.0544,0.217,0.00482,0.537,117.024,155720.0,439126818.0
18746,0.609,0.305,-14.037,0.053,0.653,0.0,0.222,113.818,206975.0,233933082.0
18747,0.666,0.317,-10.644,0.0327,0.873,3.74e-05,0.359,117.676,386200.0,94616449.0
18748,0.41,0.611,-8.271,0.0467,0.0228,0.0,0.0899,185.727,184448.0,712039015.0
18749,0.607,0.767,-6.069,0.0474,0.118,0.0,0.662,123.998,148629.0,149174546.0
18750,0.679,0.548,-7.495,0.0298,0.234,0.0,0.413,115.954,155909.0,18636008.0
18751,0.503,0.741,-5.128,0.047,0.579,1.49e-06,0.458,88.335,207030.0,478872097.0
18752,0.84,0.667,-7.126,0.0843,0.0439,1.34e-05,0.292,120.044,145667.0,1691976.0
18753,0.608,0.845,-2.292,0.0597,0.136,0.0,0.322,98.976,218240.0,238937066.0
18754,0.687,0.719,-6.167,0.212,0.684,6.67e-05,0.186,139.963,172987.0,6550714.0
18755,0.555,0.779,-5.725,0.0416,0.0173,0.0,0.361,137.984,187385.0,7932590.0
18756,0.491,0.704,-6.978,0.0464,0.0839,0.000529,0.515,147.116,166680.0,7169510.0
18757,0.387,0.827,-3.544,0.0471,0.0621,0.012,0.135,125.001,244930.0,2273443.0
18758,0.671,0.636,-8.117,0.103,0.515,0.000411,0.262,120.966,148197.0,817062727.0
18759,0.681,0.174,-8.745,0.0315,0.837,3.35e-05,0.231,112.672,260285.0,1003155181.0
18760,0.329,0.235,-7.699,0.0303,0.918,0.0,0.22,171.006,204326.0,849038106.0
18761,0.649,0.586,-5.998,0.0385,0.234,0.0,0.178,106.031,216880.0,46301533.0
18762,0.654,0.898,-5.964,0.0413,0.0844,0.0347,0.722,123.996,141932.0,56418670.0
18763,0.403,0.356,-7.547,0.0298,0.382,0.0,0.151,171.454,190760.0,206655633.0
18764,0.441,0.391,-6.116,0.0353,0.87,0.0,0.3,105.533,182500.0,2339338.0
18765,0.473,0.349,-6.852,0.0361,0.619,0.0,0.39,117.697,194141.0,20392394.0
18766,0.637,0.602,-5.546,0.0346,0.0176,0.000179,0.291,122.019,222890.0,125677413.0
18767,0.566,0.353,-7.624,0.033,0.52,0.0,0.394,127.531,194141.0,19199245.0
18768,0.585,0.678,-6.851,0.0888,0.106,0.0,0.162,127.959,228342.0,26711741.0
18769,0.744,0.579,-6.698,0.206,0.272,0.0,0.399,133.105,160052.0,24428869.0
18770,0.661,0.715,-4.042,0.346,0.308,0.0,0.676,100.26,165216.0,6805797.0
18771,0.753,0.543,-6.746,0.207,0.402,0.0,0.284,105.011,191258.0,13921991.0
18772,0.742,0.644,-4.42,0.197,0.187,0.0,0.32,124.033,170572.0,27957703.0
18773,0.74,0.693,-6.185,0.095,0.132,0.0,0.176,107.074,171702.0,8096195.0
18774,0.872,0.665,-6.013,0.129,0.0125,0.0,0.382,126.023,167805.0,8141298.0
18775,0.679,0.807,-5.165,0.25,0.0856,0.0,0.318,128.146,179819.0,5982411.0
18776,0.673,0.687,-5.993,0.29,0.49,0.0,0.472,94.131,193845.0,6053254.0
18777,0.863,0.612,-8.357,0.282,0.384,0.0,0.341,118.975,197647.0,21134282.0
18778,0.259,0.437,-6.589,0.0386,0.102,1.32e-06,0.0951,180.042,239000.0,1378235205.0
18779,0.731,0.445,-8.418,0.0533,0.0586,1.96e-05,0.106,117.97,247160.0,1344026787.0
18780,0.584,0.7,-4.275,0.0456,0.117,0.0,0.438,124.944,202747.0,1129292536.0
18781,0.619,0.459,-5.782,0.0334,0.56,0.0,0.498,126.803,184280.0,454098750.0
18782,0.52,0.513,-7.208,0.0256,0.281,0.0,0.17,77.903,202213.0,206577757.0
18783,0.46,0.566,-5.637,0.0502,0.239,5.96e-06,0.189,168.408,185373.0,279529219.0
18784,0.532,0.584,-6.659,0.0444,0.00227,0.00308,0.165,161.738,232267.0,46571448.0
18785,0.452,0.688,-4.84,0.0385,0.0263,0.0,0.313,76.99,199600.0,161699435.0
18786,0.697,0.568,-8.017,0.0369,0.475,2.51e-05,0.502,153.931,202600.0,174656879.0
18787,0.302,0.414,-8.16,0.0319,0.0575,0.0,0.105,110.508,242956.0,300706255.0
18788,0.836,0.826,-2.66,0.0461,0.213,6.03e-06,0.579,102.025,197101.0,295999870.0
18789,0.714,0.671,-5.119,0.362,0.289,0.0,0.641,169.732,229827.0,301988410.0
18790,0.898,0.543,-8.317,0.121,0.343,0.000623,0.359,98.992,305114.0,146276255.0
18791,0.742,0.497,-9.381,0.0746,0.249,0.00335,0.558,156.013,310860.0,168917125.0
18792,0.732,0.595,-6.705,0.244,0.111,1.1e-06,0.658,191.911,227500.0,60329354.0
18793,0.812,0.71,-5.255,0.0506,0.317,3.21e-06,0.419,92.038,205700.0,24536493.0
18794,0.874,0.66,-3.631,0.0626,0.0911,0.0143,0.593,96.993,222868.0,49598906.0
18795,0.69,0.595,-4.616,0.367,0.333,0.0,0.451,120.952,210500.0,1875559.0
18796,0.81,0.559,-5.41,0.13,0.295,7.16e-05,0.531,171.935,174373.0,11451257.0
18797,0.682,0.796,-2.101,0.104,0.242,0.0,0.696,159.931,195566.0,12941748.0
18798,0.681,0.711,-4.79,0.0846,0.0278,0.0,0.826,89.89,156319.0,17899601.0
18799,0.864,0.667,-4.617,0.0833,0.245,0.0,0.782,96.889,149083.0,41120042.0
18800,0.871,0.563,-6.422,0.0618,0.56,0.0,0.457,88.96,143402.0,57595098.0
18801,0.668,0.543,-10.298,0.0435,0.265,0.0,0.671,136.459,153665.0,32975390.0
18802,0.81,0.393,-9.029,0.275,0.495,6.43e-05,0.508,90.006,149500.0,33315896.0
18803,0.902,0.62,-4.012,0.068,0.0797,0.00594,0.756,124.018,157677.0,8715951.0
18804,0.78,0.484,-7.903,0.212,0.546,1.93e-05,0.786,90.127,136000.0,4951775.0
18805,0.853,0.564,-8.052,0.0916,0.0693,0.0,0.544,91.929,147322.0,10187658.0
18806,0.837,0.75,-4.53,0.159,0.0176,0.0,0.689,97.003,229426.0,1816459.0
18807,0.857,0.635,-6.255,0.379,0.457,0.0,0.743,79.977,164531.0,10893021.0
18808,0.677,0.401,-8.467,0.0308,0.712,0.0,0.195,111.825,232852.0,725742418.0
18809,0.735,0.425,-6.648,0.0464,0.011,0.0,0.848,85.896,188174.0,809141465.0
18810,0.579,0.37,-8.9,0.0383,0.496,0.0,0.216,119.799,198515.0,193474453.0
18811,0.589,0.471,-4.908,0.0262,0.674,0.0,0.262,95.972,224586.0,219588352.0
18812,0.572,0.759,-4.312,0.0506,0.127,0.0,0.519,80.95,163733.0,195645306.0
18813,0.443,0.533,-6.548,0.0396,0.371,0.0,0.201,77.344,223044.0,457199679.0
18814,0.443,0.582,-6.02,0.0482,0.0301,0.0,0.239,147.589,193090.0,233449691.0
18815,0.263,0.307,-9.724,0.0295,0.71,7.48e-06,0.239,182.082,258025.0,120100167.0
18816,0.716,0.555,-7.57,0.0371,0.0372,0.0,0.483,93.973,185281.0,142272157.0
18817,0.416,0.45,-6.198,0.0269,0.123,0.0,0.287,97.676,251884.0,51510112.0
18818,0.812,0.496,-5.969,0.297,0.271,0.0,0.55,109.979,241293.0,393279498.0
18819,0.954,0.367,-9.551,0.288,0.341,5.48e-06,0.372,124.026,211935.0,182973557.0
18820,0.667,0.673,-7.574,0.323,0.0641,4e-06,0.669,144.256,201964.0,188129410.0
18821,0.871,0.519,-6.549,0.258,0.313,8.14e-06,0.532,140.013,251733.0,170715138.0
18822,0.975,0.535,-7.227,0.196,0.0783,0.0,0.671,125.066,182741.0,172177751.0
18823,0.961,0.502,-8.605,0.312,0.28,0.0,0.536,117.078,182285.0,75368103.0
18824,0.914,0.56,-7.56,0.0486,0.523,3.69e-05,0.427,112.015,253093.0,90606744.0
18825,0.846,0.508,-7.873,0.308,0.475,0.000126,0.567,126.447,204440.0,21022401.0
18826,0.817,0.669,-4.278,0.1,0.105,1.25e-06,0.693,106.934,181550.0,52096692.0
18827,0.774,0.513,-8.159,0.342,0.32,0.000105,0.51,102.78,181676.0,33352880.0
